date,avg_temperature,rain,snow
2023-05-06,11.05,0.0,0.0
2023-05-05,11.1,15.6,0.0
2023-05-04,15.4,0.0,0.0
2023-05-03,15.05,0.0,0.0
2023-05-02,13.05,0.0,0.0
2023-05-01,11.25,0.0,0.0
2023-04-30,12.3,0.0,0.0
2023-04-29,15.25,0.0,0.0
2023-04-28,11.3,0.0,0.0
2023-04-27,9.75,0.0,0.0
2023-04-26,11.25,1.4,0.0
2023-04-25,10.45,0.0,0.0
2023-04-24,8.25,0.2,0.0
2023-04-23,9.8,8.7,0.0
2023-04-22,9.39,7.4,0.0
2023-04-21,8.15,0.2,0.0
2023-04-20,6.8,17.9,0.0
2023-04-19,7.95,2.8,0.0
2023-04-18,7.45,0.9,0.0
2023-04-17,6.15,1.9,0.0
2023-04-16,8.5,9.9,0.0
2023-04-15,8.55,5.0,0.0
2023-04-14,6.05,0.0,0.0
2023-04-13,7.1,0.0,0.0
2023-04-12,5.19,0.0,0.0
2023-04-11,8.0,6.2,0.0
2023-04-10,7.69,0.0,0.0
2023-04-09,9.3,9.1,0.0
2023-04-08,8.35,4.4,0.0
2023-04-07,11.25,5.2,0.0
2023-04-06,8.8,9.9,0.0
2023-04-05,5.85,0.0,0.0
2023-04-04,6.19,0.0,0.0
2023-04-03,4.75,0.0,0.0
2023-04-02,5.09,7.7,0.4
2023-04-01,6.8,0.0,0.0
2023-03-31,6.55,4.0,0.0
2023-03-30,7.44,0.0,0.0
2023-03-29,7.44,0.0,0.0
2023-03-28,8.5,0.0,0.0
2023-03-27,5.9,0.0,0.0
2023-03-26,4.59,0.0,0.0
2023-03-25,4.5,2.9,0.0
2023-03-24,5.65,0.3,0.0
2023-03-23,7.9,0.2,0.0
2023-03-22,6.45,0.0,0.0
2023-03-21,8.6,0.0,0.0
2023-03-20,8.65,4.2,0.0
2023-03-19,6.8,0.0,0.0
2023-03-18,7.85,0.0,0.0
2023-03-17,4.75,0.0,0.0
2023-03-16,3.5,0.0,0.0
2023-03-15,5.25,0.8,0.0
2023-03-14,5.85,0.0,0.0
2023-03-13,7.4,7.3,0.0
2023-03-12,6.15,4.9,0.0
2023-03-11,5.94,2.4,0.0
2023-03-10,5.3,0.0,0.0
2023-03-09,6.6,0.0,0.0
2023-03-08,4.8,0.4,0.0
2023-03-07,6.5,0.0,0.0
2023-03-06,6.55,0.2,0.0
2023-03-05,5.3,0.0,0.0
2023-03-04,3.7,4.2,0.3
2023-03-03,4.3,3.0,0.0
2023-03-02,5.6,2.6,0.0
2023-03-01,2.25,0.7,0.0
2023-02-28,1.85,2.2,12.6
2023-02-27,1.9,1.0,2.3
2023-02-26,3.15,0.2,6.7
2023-02-25,-1.2,2.0,4.0
2023-02-24,-3.85,0.0,0.0
2023-02-23,-1.1,0.0,0.0
2023-02-22,0.3,0.0,0.2
2023-02-21,4.95,0.4,0.0
2023-02-20,7.55,2.9,0.0
2023-02-19,6.69,0.2,0.0
2023-02-18,6.1,1.1,0.0
2023-02-17,4.4,4.8,0.0
2023-02-16,4.25,2.3,0.0
2023-02-15,2.5,0.0,0.0
2023-02-14,3.45,0.0,0.0
2023-02-13,4.75,0.3,0.0
2023-02-12,5.35,3.5,0.0
2023-02-11,4.45,0.0,0.0
2023-02-10,7.05,0.2,0.0
2023-02-09,6.75,1.1,0.0
2023-02-08,3.85,0.0,0.0
2023-02-07,8.0,18.4,0.0
2023-02-06,6.9,0.0,0.0
2023-02-05,6.8,3.7,0.0
2023-02-04,8.4,0.9,0.0
2023-02-03,5.85,1.0,0.0
2023-02-02,4.0,0.0,0.0
2023-02-01,3.05,2.2,0.4
2023-01-31,0.3,0.0,2.8
2023-01-30,-2.15,0.0,0.0
2023-01-29,-0.79,0.0,0.0
2023-01-28,3.95,0.0,0.0
2023-01-27,5.75,1.3,0.0
2023-01-26,5.44,2.7,0.0
2023-01-25,6.25,0.0,0.0
2023-01-24,5.35,3.9,0.0
2023-01-23,4.4,1.8,0.0
2023-01-22,4.55,0.0,0.0
2023-01-21,3.1,11.1,0.0
2023-01-20,4.4,0.0,0.0
2023-01-19,3.89,0.0,0.0
2023-01-18,6.4,3.3,0.0
2023-01-17,6.95,14.1,0.0
2023-01-16,7.3,21.2,0.0
2023-01-15,6.85,3.2,0.0
2023-01-14,9.85,1.8,0.0
2023-01-13,10.19,8.1,0.0
2023-01-12,8.89,18.3,0.0
2023-01-11,6.45,0.0,0.0
2023-01-10,6.25,1.9,0.0
2023-01-09,6.8,0.2,0.0
2023-01-08,5.0,8.1,0.0
2023-01-07,8.15,10.2,0.0
2023-01-06,8.35,3.4,0.0
2023-01-05,8.69,2.3,0.0
2023-01-04,5.5,1.5,0.0
2023-01-03,2.9,1.0,0.0
2023-01-02,2.4,0.0,0.0
2023-01-01,5.0,0.0,0.0
2022-12-31,5.9,3.8,0.0
2022-12-30,7.8,12.7,0.0
2022-12-29,4.84,2.9,0.0
2022-12-28,5.8,3.8,0.0
2022-12-27,8.1,28.8,0.0
2022-12-26,9.5,18.2,0.0
2022-12-25,5.5,16.1,0.0
2022-12-24,4.05,28.2,0.0
2022-12-23,-3.0,3.9,8.0
2022-12-22,-10.15,0.0,0.0
2022-12-21,-9.94,0.0,0.2
2022-12-20,-7.6,0.0,24.2
2022-12-19,-7.15,0.0,4.0
2022-12-18,-1.6,3.4,5.4
2022-12-17,2.4,2.1,0.0
2022-12-16,1.04,0.0,0.0
2022-12-15,1.8,0.0,0.0
2022-12-14,2.45,0.0,0.0
2022-12-13,2.25,0.3,0.0
2022-12-12,3.3,0.0,0.0
2022-12-11,6.05,0.4,0.0
2022-12-10,5.9,11.3,0.0
2022-12-09,2.75,2.9,0.0
2022-12-08,3.8,4.5,0.0
2022-12-07,4.15,2.3,0.0
2022-12-06,1.65,0.4,0.0
2022-12-05,-2.0,0.0,0.0
2022-12-04,-0.89,0.0,0.0
2022-12-03,0.7,0.0,0.0
2022-12-02,-1.5,0.0,0.0
2022-12-01,-2.55,0.0,0.0
2022-11-30,1.2,1.2,0.0
2022-11-29,-1.5,0.0,10.0
2022-11-28,0.29,0.0,0.0
2022-11-27,5.55,0.0,0.0
2022-11-26,4.75,0.0,0.0
2022-11-25,7.15,12.4,0.0
2022-11-24,7.69,0.0,0.0
2022-11-23,6.6,0.0,0.0
2022-11-22,7.55,16.0,0.0
2022-11-21,6.0,0.5,0.0
2022-11-20,2.45,0.4,0.0
2022-11-19,0.79,0.0,0.0
2022-11-18,0.79,0.0,0.0
2022-11-17,5.0,0.0,0.0
2022-11-16,3.25,0.0,0.0
2022-11-15,2.75,0.0,0.0
2022-11-14,3.34,0.0,0.0
2022-11-13,4.3,0.0,0.0
2022-11-12,2.95,0.0,0.0
2022-11-11,4.64,0.0,0.0
2022-11-10,3.95,0.0,0.0
2022-11-09,0.79,0.0,0.0
2022-11-08,2.04,0.0,0.8
2022-11-07,2.5,1.0,1.2
2022-11-06,3.6,14.3,0.0
2022-11-05,5.65,0.0,0.0
2022-11-04,7.45,31.6,0.0
2022-11-03,4.0,24.2,0.0
2022-11-02,5.7,0.0,0.0
2022-11-01,5.95,0.0,0.0
2022-10-31,8.94,1.6,0.0
2022-10-30,10.9,25.2,0.0
2022-10-29,10.3,0.0,0.0
2022-10-28,11.14,2.1,0.0
2022-10-27,10.25,17.0,0.0
2022-10-26,7.44,4.3,0.0
2022-10-25,8.8,17.2,0.0
2022-10-24,10.35,13.0,0.0
2022-10-23,7.6,6.7,0.0
2022-10-22,9.05,0.2,0.0
2022-10-21,10.3,1.4,0.0
2022-10-20,13.15,0.0,0.0
2022-10-19,9.85,0.0,0.0
2022-10-18,11.8,0.0,0.0
2022-10-17,14.14,0.0,0.0
2022-10-16,13.1,0.0,0.0
2022-10-15,12.05,0.0,0.0
2022-10-14,12.35,0.0,0.0
2022-10-13,11.89,0.0,0.0
2022-10-12,10.95,0.0,0.0
2022-10-11,12.55,0.0,0.0
2022-10-10,14.3,0.0,0.0
2022-10-09,14.39,0.0,0.0
2022-10-08,14.25,0.0,0.0
2022-10-07,15.2,0.0,0.0
2022-10-06,14.0,0.0,0.0
2022-10-05,14.95,0.0,0.0
2022-10-04,15.35,0.0,0.0
2022-10-03,14.65,0.0,0.0
2022-10-02,14.75,0.0,0.0
2022-10-01,14.25,0.0,0.0
2022-09-30,14.5,0.0,0.0
2022-09-29,15.75,0.0,0.0
2022-09-28,16.75,0.2,0.0
2022-09-27,16.55,0.0,0.0
2022-09-26,15.8,0.0,0.0
2022-09-25,15.0,0.0,0.0
2022-09-24,15.75,0.0,0.0
2022-09-23,15.15,0.0,0.0
2022-09-22,14.85,0.0,0.0
2022-09-21,13.25,0.0,0.0
2022-09-20,13.25,0.0,0.0
2022-09-19,13.45,0.0,0.0
2022-09-18,14.45,0.0,0.0
2022-09-17,13.35,0.0,0.0
2022-09-16,15.0,1.6,0.0
2022-09-15,15.85,0.3,0.0
2022-09-14,17.14,0.0,0.0
2022-09-13,15.45,0.0,0.0
2022-09-12,18.75,0.0,0.0
2022-09-11,19.25,0.0,0.0
2022-09-10,17.39,0.0,0.0
2022-09-09,16.2,0.0,0.0
2022-09-08,14.05,0.0,0.0
2022-09-07,16.8,0.0,0.0
2022-09-06,15.6,0.0,0.0
2022-09-05,15.8,0.0,0.0
2022-09-04,17.75,4.9,0.0
2022-09-03,18.89,0.0,0.0
2022-09-02,19.25,0.0,0.0
2022-09-01,21.15,0.0,0.0
2022-08-31,22.1,0.0,0.0
2022-08-30,20.8,0.0,0.0
2022-08-29,19.64,0.0,0.0
2022-08-28,17.7,0.0,0.0
2022-08-27,18.3,0.0,0.0
2022-08-26,18.1,0.0,0.0
2022-08-25,21.6,0.0,0.0
2022-08-24,20.7,0.0,0.0
2022-08-23,19.0,0.0,0.0
2022-08-22,19.8,0.0,0.0
2022-08-21,20.79,0.0,0.0
2022-08-20,21.1,0.0,0.0
2022-08-19,22.75,0.0,0.0
2022-08-18,22.05,0.0,0.0
2022-08-17,20.39,0.0,0.0
2022-08-16,20.3,0.0,0.0
2022-08-15,20.6,0.0,0.0
